id,Text,Label,language
1391,"""“Do White children deserve to have a future?
 Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
 Black countries will remain majority Black, and Asian countries will remain majority Asian.
 Only White countries will be affected by this. This is genocide under international law.
 But anti-Whites don’t call it genocide; they call it diversity.
 Diversity means chasing down every last White child.
 Anti-racist is a codeword for anti-White.”""",toxic,ingles
1392,"""wey deja d insistir""",toxic,español
1393,"""qué comentario tan malo""",toxic,español
1394,"""I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you""",toxic,ingles
1395,"""Straightforward explanation.""",clean,ingles
1396,"""All refugees are scum""",hate,ingles
1397,"""vascos txapela""",hate,español
1398,"""a thug going to college black people are always crying.. what about the American Indians I don't see no one crying for them..... """,toxic,ingles
1399,"""Helpful and easy to get.""",clean,ingles
1400,"""podemitas chalet""",hate,español
1401,"""I hate all niggers""",hate,ingles
1402,"""venezolanos invasores""",hate,español
1403,"""holaaa maestro todo bn? :)""",clean,español
1404,"""This is very understandable.""",clean,ingles
1405,"""Not perfect, but still good.""",clean,ingles
1406,"""dale bro ya casi 🎉""",clean,español
1407,"""This was simple and clear.""",clean,ingles
1408,"""ni escribir sabes""",toxic,español
1409,"""vascos bestias""",hate,español
1410,"""All muslims are evil""",hate,ingles
1411,"""no tienes cerebro""",toxic,español
1412,"""hola wey como estas hoy?""",clean,español
1413,"""q comentario tan malito""",toxic,español
1414,"""chat activo se agradece 👏""",clean,español
1415,"""no tienes idea de nada""",toxic,español
1416,"""latinos reyes""",hate,español
1417,"""holaaaaa chat activo 😄""",clean,español
1418,"""This was easy to get.""",clean,ingles
1419,"""a qe hora el sorteo?""",clean,español
1420,"""wey no aportas nada bueno""",toxic,español
1421,"""JAJAJAJA tremendo fail""",clean,español
1422,"""izquierdistas huelga""",hate,español
1423,"""rojos cunetas""",hate,español
1424,"""ez ez todo limpio 😎""",clean,español
1425,"""I like how this was presented.""",clean,ingles
1426,"""I can see your effort here.""",clean,ingles
1427,"""mejor guarda silencio""",toxic,español
1428,"""musulmanes yihadistas""",hate,español
1429,"""All immigrants are criminals""",hate,ingles
1430,"""qué flojera das""",toxic,español
1431,"""das pena ajena""",toxic,español
1432,"""esto es ranked o q?""",clean,español
1433,"""mejor borra esto""",toxic,español
1434,"""bien ahi cerrando 🔥""",clean,español
1435,"""rumanos ignorantes""",hate,español
1436,"""poggers total ✨""",clean,español
1437,"""nazis de mierda""",hate,español
1438,"""wey deja d hacer el ridiculo""",toxic,español
1439,"""wey das coraje""",toxic,español
1440,"""Law enforcement is not trained to shoot to apprehend. They are trained to shoot to kill. And I thank Wilson for killing that punk bitch.""",toxic,ingles
1441,"""This was understandable.""",clean,ingles
1442,"""buff necesario ya XD""",clean,español
1443,"""nmms q pena bro""",toxic,español
1444,"""podemitas ratas""",hate,español
1445,"""Easy to understand explanation.""",clean,ingles
1446,"""People say blacks play the victim. 
 
 But according to the comments its our fault that the elected officals are racists. 
 
 Whites had a good thing going in Missouri but they had to be racist. 
 
 All white folks do is point fingers. 
 Take these punk bitches out of power. 
 
 We goin back to racism. 
 
 Deport everyone else. 
 
  """,toxic,ingles
1447,"""I watched this twice already lol.""",clean,ingles
1448,"""comunistas criminales""",hate,español
1449,"""I like this explanation.""",clean,ingles
1450,"""All chinks should leave""",hate,ingles
1451,"""otra vez tú opinando""",toxic,español
1452,"""This is well done.""",clean,ingles
1453,"""Makes sense to me 🤔""",clean,ingles
1454,"""I find it amusing how all of these protesters claim they're fighting against racism but yet they are blind to their own racism. There have been several reports of black people attacking white people. Just a couple of days ago, it was reported that a white man was beaten to death with a hammer by black teens in St. Louis. Yeah clearly no racial intent there. Fucking hypocrites. """,toxic,ingles
1455,"""Brown isused as an excuse to loot take peoples shit and destroy neighborhoods , haaaa typical ghetto bullshit. Ya ain't even hood, ya just ghetto bitches collecting free rent from the govt while fighting the govt. same occupy Wall Street fagets have nothing else to do , go clean the highways !!!!!""",toxic,ingles
1456,"""SIII victoria 🏆""",clean,español
1457,"""jajaja chat explotando 😂""",clean,español
1458,"""bro deja d repetir lo mismooo""",toxic,español
1459,"""hola bro saludos desde México 😊""",clean,español
1460,"""españoles fachas""",hate,español
1461,"""Simple and clear explanation.""",clean,ingles
1462,"""feministas odian hombres""",hate,español
1463,"""bien ahi cerrando 🔥""",clean,español
1464,"""Greedy kikes stop stealing""",hate,ingles
1465,"""I like how you broke it down.""",clean,ingles
1466,"""This was helpful, thanks 🙂""",clean,ingles
1467,"""feministas locas""",hate,español
1468,"""JAJAJAJA nooo xD""",clean,español
1469,"""q buena partida rey :D""",clean,español
1470,"""feministas feas""",hate,español
1471,"""All niggers are subhuman animals""",hate,ingles
1472,"""pobres calle""",hate,español
1473,"""nerf cuando? XD""",clean,español
1474,"""HOLA HOLA VAMOSSS 🔥""",clean,español
1475,"""Straightforward and helpful.""",clean,ingles
1476,"""comentario inútil""",toxic,español
1477,"""eres un pendejo total, no sabes NADA!!! 🤡""",toxic,español
1478,"""My thought of this ""waste of skin' catching his just desert at 3300fps wouldn't make me a popular guy with the ""no free people allowed"" party. But I don't live on the bookends of this country. The rest of you libshits' would do yourselves justice to know the MAJORITY of Real Americans despise you in every way. Know It and own it. Every day you continue to exist is because ying must have yang motherjumper!""",toxic,ingles
1479,"""otra vez mal""",toxic,español
1480,"""This was worth my time.""",clean,ingles
1481,"""mejor vete""",toxic,español
1482,"""ese ace estuvo brutal 🔥""",clean,español
1483,"""inmigrantes ayudas""",hate,español
1484,"""judíos extranjeros""",hate,español
1485,"""GG chat se disfruto ❤️""",clean,español
1486,"""I like this approach.""",clean,ingles
1487,"""This was explained clearly.""",clean,ingles
1488,"""Death to all faggots""",hate,ingles
1489,"""animo crack ya casi 🏆""",clean,español
1490,"""a qe hora te despides?""",clean,español
1491,"""This helped me understand better.""",clean,ingles
1492,"""todo mal contigo, TODO 😒""",toxic,español
1493,"""tu lógica no existe""",toxic,español
1494,"""no tienes cerebro""",toxic,español
1495,"""negros raza""",hate,español
1496,"""JAJAJA ese final XD""",clean,español
1497,"""hablas por hablar""",toxic,español
1498,"""q ganas d quedar mal""",toxic,español
1499,"""cansas demasiado""",toxic,español
1500,"""nooo pero bn 👍""",clean,español
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
