Id,Texto,Label,Lenguaje
2394,"""ese clutch fue hermoso""",clean,español
2395,"""Todos los putos son unos jodidos puñetas""",hate,español
2396,"""buena crack 👏""",clean,español
2397,"""I get it now 👍""",clean,ingles
2398,"""mejor no opines""",toxic,español
2399,"""Eres un perdedor total. Consíguete una vida. 🤡""",toxic,español
2400,"""no sabes ni escribir""",toxic,español
2401,"""hey chat activo xD""",clean,español
2402,"""Pinches indios váyanse a la verga puñetas""",hate,español
2403,"""esta dificil o normal?""",clean,español
2404,"""cuando continua el match?""",clean,español
2405,"""W enorme equipo 🏆""",clean,español
2406,"""negros asquerosos""",hate,español
2407,"""Pinches hondureños regresen a su país no mames""",hate,español
2408,"""HELLO chat o/ just joined rn""",clean,ingles
2409,"""a rocket launcher will take care of that lightly armored vehicle, lol""",toxic,ingles
2410,"""Why are you so stupid? It's pathetic. 🤡""",toxic,ingles
2411,"""I understand it better now.""",clean,ingles
2412,"""This helped me understand things.""",clean,ingles
2413,"""Asquerosos centroacas son una pinche plaga""",hate,español
2414,"""wenas chaval bn?""",clean,español
2415,"""hey chat platicador xD""",clean,español
2416,"""CNN needs to hire that man. He is a real American. We are in trouble. """,toxic,ingles
2417,"""Pinches tortilleras váyanse a la verga no mames""",hate,español
2418,"""Eres tan inútil como un pedazo de papel mojado.""",toxic,español
2419,"""Kill all protesters""",toxic,ingles
2420,"""¿Por qué eres tan molesto? Das pena. 🤮""",toxic,español
2421,"""muy buena musica de fondo 🎶""",clean,español
2422,"""jajaja chat esta loco XD""",clean,español
2423,"""buenas bro bn""",clean,español
2424,"""The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks""",toxic,ingles
2425,"""dale tu puedeeeeeees 😄""",clean,español
2426,"""esta super divertido""",clean,español
2427,"""At .16  screw the price of crap that thinks he's cool to disrespect the AMERICAN FLAG.""",toxic,ingles
2428,"""pobres caridad""",hate,español
2429,"""Eres tan repugnante que dan ganas de vomitar.""",toxic,español
2430,"""Simple language, I like it.""",clean,ingles
2431,"""Pinches tortilleras váyanse a la verga hijos de la chingada""",hate,español
2432,"""Me cagan los puercos sarnosos""",hate,español
2433,"""me encanta esta dinamica ❤️""",clean,español
2434,"""bruh hahaha i cant stop laughing xD""",clean,ingles
2435,"""I hate vile trannies ngl""",hate,ingles
2436,"""glad i found this""",clean,ingles
2437,"""Deja de publicar tus opiniones tonto. A nadie le importa. 🤡""",toxic,español
2438,"""This seems well thought out.""",clean,ingles
2439,"""Me cagan los tortilleras putos""",hate,español
2440,"""mujeres derechos""",hate,español
2441,"""You are absolutely idiotic. Why do you even try? 👎""",toxic,ingles
2442,"""Muérete, nadie lloraría por ti.""",toxic,español
2443,"""das pena ajena bro""",toxic,español
2444,"""All mongoloids are enemies of the state""",hate,ingles
2445,"""podemitas ratas""",hate,español
2446,"""Repulsive faggots are raping our women""",hate,ingles
2447,"""no sabes ni la tonteria que escribiste""",toxic,español
2448,"""Eres un fracasado total. Consíguete una vida. 🤡""",toxic,español
2449,"""Jews are the enemy of humanity""",hate,ingles
2450,"""Todos los centroacas son unos rastreros hijos de la chingada""",hate,español
2451,"""Me cagan los negros mugrosos""",hate,español
2452,"""todo chill 😎""",clean,español
2453,"""muy crack lo tuyo 💯""",clean,español
2454,"""neta q pro eres crack""",clean,español
2455,"""W facil sin sudar 😄""",clean,español
2456,"""ALSO LOVE HOW THEY ONLY SHOW PICTURES OF BROWN AS AN ANGEL AND NOT AS A TUG.""",toxic,ingles
2457,"""Immigrants are parasitic scum""",hate,ingles
2458,"""Eres tan inservible que hasta la tierra vale más.""",toxic,español
2459,"""Shut up, nobody asked for your stupid opinion.""",toxic,ingles
2460,"""Me cagan los fifis mierderos""",hate,español
2461,"""Retards are a waste of resources""",hate,ingles
2462,"""solo gastas oxigeno """,toxic,español
2463,"""menas centros""",hate,español
2464,"""Black lives don't matter""",hate,ingles
2465,"""Todos los prietos son unos pendejos no mames""",hate,español
2466,"""I can't believe how dumb some people are. Truly dumb.""",toxic,ingles
2467,"""ese pick OP 🔥""",clean,español
2468,"""HOLA chat activo hoy""",clean,español
2469,"""The more those people fuck up America, the more American will fucking hate them. """,toxic,ingles
2470,"""JAJAJA un timing increible""",clean,español
2471,"""cual es su horario???""",clean,español
2472,"""Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.""",toxic,ingles
2473,"""q onda men listo pa jugar""",clean,español
2474,"""esa jugada estuvo brutal""",clean,español
2475,"""anyone know when it begins??""",clean,ingles
2476,"""Deja de publicar tus opiniones molesto. A nadie le importa. 😒""",toxic,español
2477,"""otra idiotez del monton""",toxic,español
2478,"""Vete de aquí, idiota. Estás poniendo a todos patético.""",toxic,español
2479,"""who else watching rn""",clean,ingles
2480,"""Pinches feminazis son una pinche plaga""",hate,español
2481,"""Get lost, you disgusting piece of trash.""",toxic,ingles
2482,"""This feels well organized.""",clean,ingles
2483,"""muy bn explicado todo gracias 🙌""",clean,español
2484,"""nadie te toma en serio""",toxic,español
2485,"""All dykes are violent criminals""",hate,ingles
2486,"""This works for me.""",clean,ingles
2487,"""alguien sabe cuanto tardara?""",clean,español
2488,"""this fucking fuck can't even defend himself properly what a joke""",toxic,ingles
2489,"""wey deja d hacer el ridiculo""",toxic,español
2490,"""Dirty cucks smell like garbage🤢🤮""",hate,ingles
2491,"""bien bn jugado""",clean,español
2492,"""Cállate, nadie pidió tu estúpida opinión.""",toxic,español
2493,"""estás malito de la cabeza""",toxic,español
2494,"""Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?""",toxic,ingles
2495,"""borregos tele""",hate,español
2496,"""I hate filthy faggots deadass""",hate,ingles
2497,"""Gooks are repulsive and should hang from trees""",hate,ingles
2498,"""otra tontería más""",toxic,español
2499,"""This explains it nicely.""",clean,ingles
2500,"""HOLA chattt 😊""",clean,español
2501,"""buena bro 😎""",clean,español
2502,"""ez win haha :D""",clean,ingles
2503,"""Me cagan los indios putos""",hate,español
2504,"""africanos tribus""",hate,español
2505,"""HOLA chat holaaaa 😊""",clean,español
2506,"""dale dale no aflojes 💪""",clean,español
2507,"""F pero se intento :P""",clean,español
2508,"""this helps a lot thx""",clean,ingles
2509,"""All wetbacks are stealing our jobs""",hate,ingles
2510,"""A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. """,toxic,ingles
2511,"""esta super entretenido neta""",clean,español
2512,"""no sirves pa opinar""",toxic,español
2513,"""chat activo se agradece 👏""",clean,español
2514,"""Pinches trans no valen madre al chile🌶️""",hate,español
2515,"""alguien sabe de algun cambio?""",clean,español
2516,"""Shut up, you clueless fool.""",toxic,ingles
2517,"""que buen cierre 😎""",clean,español
2518,"""Me cagan los trans rastreros""",hate,español
2519,"""Refugees are parasitic and need to be euthanized""",hate,ingles
2520,"""All lesbians are raping our women""",hate,ingles
2521,"""Vete de aquí, idiota. Estás poniendo a todos tóxico. 😒""",toxic,español
2522,"""Vete de aquí, idiota. Estás poniendo a todos sin cerebro.""",toxic,español
2523,"""Lárgate, despreciable escoria.""",toxic,español
2524,"""Feminazis need to shut up""",hate,ingles
2525,"""This is the most disgusting thing I've ever seen. You should get lost. 💩""",toxic,ingles
2526,"""Eres tan inútil que no haces nada bien.""",toxic,español
2527,"""mujeres objetos""",hate,español
2528,"""jajajaja que gracioso😄""",clean,español
2529,"""no sabes nada sobre la vida""",toxic,español
2530,"""me encanta tu estilo amigo 😍""",clean,español
2531,"""keep being awesome 😎""",clean,ingles
2532,"""no sabes ni d q hablas""",toxic,español
2533,"""Wow, that’s impressive 👀""",clean,ingles
2534,"""wenas gente bella """,clean,español
2535,"""anyone know what time ranked starts??:o""",clean,ingles
2536,"""Me cagan los tortilleras pinches 🪳""",hate,español
2537,"""Pinches tortilleras a la cocina al chile🖕""",hate,español
2538,"""Vete de aquí, payaso. Estás poniendo a todos inservible. 🤫""",toxic,español
2539,"""Vete de aquí, morón. Estás poniendo a todos molesto.""",toxic,español
2540,"""I agree with most of what you said.""",clean,ingles
2541,"""This feels very relatable tbh.""",clean,ingles
2542,"""eres un chiste malo""",toxic,español
2543,"""hiii just joined rn :)""",clean,ingles
2544,"""CNN is such Bullcrap!""",toxic,ingles
2545,"""Me cagan los feminazis pendejos👺""",hate,español
2546,"""Todos los chilangos son unos putos en corto""",hate,español
2547,"""JAJAJAJA qué momento 😂""",clean,español
2548,"""You are absolutely disgusting. Why do you even breathe? 😂""",toxic,ingles
2549,"""Go crawl back under your rock, you creep.""",toxic,ingles
2550,"""Cállate y te largues. No tienes idea de lo que hablas. 🤫""",toxic,español
2551,"""otra tonteria mas y hacemos bingo""",toxic,español
2552,"""Spics are dirty and lazy""",hate,ingles
2553,"""Vete, infectas el ambiente.""",toxic,español
2554,"""XD esa salvada epica""",clean,español
2555,"""Sarnosos nacos son una pinche plaga""",hate,español
2556,"""qué flojera""",toxic,español
2557,"""derechistas rancios""",hate,español
2558,"""Todos los feminazis son unos mierderos no mames""",hate,español
2559,"""Espero que vayas a llorar, patético asqueroso.""",toxic,español
2560,"""Todos los chilangos son unos nacos pinche madre""",hate,español
2561,"""Pinches oaxacos dan un chingo de asco están de la verga""",hate,español
2562,"""holaaa me quedo un rato :3""",clean,español
2563,"""Vete a la chingada, no sirves.""",toxic,español
2564,"""F en el chat :(""",clean,español
2565,"""Me cagan los tortilleras mugrosos💩""",hate,español
2566,"""xD xD que paso ahi""",clean,español
2567,"""Pinches negros que se mueran alv hijos de la chingada""",hate,español
2568,"""q buena explicacion 🙌""",clean,español
2569,"""even losses r fun here""",clean,ingles
2570,"""bien ahi men siguele 💯""",clean,español
2571,"""All dykes are mistakes""",hate,ingles
2572,"""Brainless jigaboos belong in the oven""",hate,ingles
2573,"""hey dude how r u doing? :)""",clean,ingles
2574,"""esto es dificil o normal?""",clean,español
2575,"""Eres tan patético que inspiras tristeza.""",toxic,español
2576,"""All retards are mistakes""",hate,ingles
2577,"""Dirty chinks don't belong in this country""",hate,ingles
2578,"""Easy explanation 👍""",clean,ingles
2579,"""Hitler was right""",hate,ingles
2580,"""Vete de aquí, morón. Estás poniendo a todos tóxico. 🤬""",toxic,español
2581,"""genial clutch hermano""",clean,español
2582,"""holaaaa recien salgo del jale""",clean,español
2583,"""Qué broma más inútil. Solo eres un asqueroso.""",toxic,español
2584,"""This helped me a lot, thanks.""",clean,ingles
2585,"""Lazy chinks need to go back to the zoo""",hate,ingles
2586,"""Calm and good.""",clean,ingles
2587,"""buenas noches amigos ✨""",clean,español
2588,"""GG bien jugado""",clean,español
2589,"""lol que suerte tuviste 😂""",clean,español
2590,"""No puedo creer lo patético que es la gente. De verdad, patético. 🙄""",toxic,español
2591,"""Esta es la cosa más patético que he visto. Deberías te quedes callado.""",toxic,español
2592,"""he can go back where he's from period big mouth MORON""",toxic,ingles
2593,"""GG victoria facil 😄""",clean,español
2594,"""such clean moves dude 👏""",clean,ingles
2595,"""q bien te salio bro:D""",clean,español
2596,"""buenas tardes chat 😎""",clean,español
2597,"""comunistas gulag""",hate,español
2598,"""gg wp rico 👏""",clean,español
2599,"""confianza total chat 😎""",clean,español
2600,"""Me cagan los puercos rastreros""",hate,español
2601,"""españoles dramaticos""",hate,español
2602,"""aaah que nervios""",clean,español
2603,"""All wetbacks should be deported""",hate,ingles
2604,"""q comentario tan vacio""",toxic,español
2605,"""Go away, you idiot. You're making everyone toxic.""",toxic,ingles
2606,"""Fags are savage and should hang from trees""",hate,ingles
2607,"""me gusto un chorro 😍""",clean,español
2608,"""HOLA MEN todo bn?""",clean,español
2609,"""Jigaboos are worthless and spread diseases""",hate,ingles
2610,"""You're the most useless person I've ever met.""",toxic,ingles
2611,"""You're so stupid, I'm surprised you can even breathe.""",toxic,ingles
2612,"""otra tontería """,toxic,español
2613,"""Todos los fifis son unos hediondos no mames""",hate,español
2614,"""qien mas llego tarde jajaja""",clean,español
2615,"""chat activo se siente""",clean,español
2616,"""xD pero que ha pasao""",clean,español
2617,"""I liked this explanation a lot.""",clean,ingles
2618,"""Good pacing overall.""",clean,ingles
2619,"""holaaa primera vez :3""",clean,español
2620,"""Pinches sidosos váyanse a la verga a la verga""",hate,español
2621,"""Pinches oaxacos no deberían existir😵""",hate,español
2622,"""Cállate y aprendas algo. No tienes idea de lo que hablas. 😂""",toxic,español
2623,"""This was explained very well.""",clean,ingles
2624,"""gg wp agradecido con ustedes""",clean,español
2625,"""how long is the stream?""",clean,ingles
2626,"""Eres la persona más molesta del planeta.""",toxic,español
2627,"""You're absolutely worthless and nobody cares about you.""",toxic,ingles
2628,"""animo chat si se puede 🙌""",clean,español
2629,"""wenas compa listo pa ver 🎮""",clean,español
2630,"""bien bn hecho""",clean,español
2631,"""I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. """,toxic,ingles
2632,"""good vibes only here fam""",clean,ingles
2633,"""I hope you stay quiet, you toxic coward. 😂""",toxic,ingles
2634,"""nooo pero ahí voy, gracias 🤗""",clean,español
2635,"""I enjoyed watching this.""",clean,ingles
2636,"""This is clear enough for me.""",clean,ingles
2637,"""me encanta este juego wey 😍""",clean,español
2638,"""Pinches putos dan un chingo de asco en corto""",hate,español
2639,"""This guy an idiot, if that's the best you can do, you have lost already!!  WHAT A BOZO!!""",toxic,ingles
2640,"""pog chat pog""",clean,español
2641,"""alguien sabe del parche?""",clean,español
2642,"""Delusional gooks should be shot""",hate,ingles
2643,"""Cierra la boca, mocoso molesto.""",toxic,español
2644,"""holaaa primera vez aqui :3""",clean,español
2645,"""rumanos ladrones""",hate,español
2646,"""a qe hora es el juego?""",clean,español
2647,"""That motherfucker was angry,and I understand why""",toxic,ingles
2648,"""Pinches indios regresen a su cerro la neta""",hate,español
2649,"""a qe hora termina esto bro?""",clean,español
2650,"""Muslims like to spit on white people.
Brought in by Muslims or nggrs I still wait for my  big plasma cheap  tv looted in some shop.""",toxic,ingles
2651,"""Me cagan los Argentinos culeros😠""",hate,español
2652,"""Well said 👏""",clean,ingles
2653,"""qué ridículo eres""",toxic,español
2654,"""gg wp gracias""",clean,español
2655,"""This dude sure seems to know a good bit about smoking weeds.  Hmmm.
According this clown because this black man was somewhat on the gang side which is factual based on the photo's, that it was justified to MURDER AN UNARMED HUMAN BEING !  Its not ok you MF-er """,toxic,ingles
2656,"""eres un tonto tonto tonto, ya cállate 🙄""",toxic,español
2657,"""catalanes idioma""",hate,español
2658,"""You know its crazy.... I actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar.... I took the time to look at some of Mike Browns personal profiles myself specifically his soundcloud. While I do think he is guilty of representing himself in the wrong light and maybe of stealing he still didn't deserve to die. The fact that WHITE people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy. It seems you all are more like the ""animals"" you think we are..... And its especially offensive looking back at these videos 3 years later when hip/hop rnb (OUR BLACK CULTURE) is the biggest thing and media and you still dont understand our perspectives. To say Trayvon Martin was making lean in on of your other videos shows how ignorant you truly are as well. Sprite or Fanta or a CARBONATED DRINK is used when making lean....Not tea....""",toxic,ingles
2659,"""JAJAJAJA épico momento 🤣""",clean,español
2660,"""rusos borrachos""",hate,español
2661,"""borregos socialistas""",hate,español
2662,"""kekw momento random 😂""",clean,español
2663,"""jajajaja eso dolio 😂""",clean,español
2664,"""jajaja no mames que random""",clean,español
2665,"""todo se ve super limpio""",clean,español
2666,"""Deja de publicar tus opiniones inútil. A nadie le importa. 💩""",toxic,español
2667,"""Qué broma más tonto. Solo eres un morón.""",toxic,español
2668,"""Pinches peruanos hay que dormirlos wey""",hate,español
2669,"""Vete, cerdo repugnante.""",toxic,español
2670,"""If you act like animals you get treated like animals""",toxic,ingles
2671,"""Eres tan estúpido que es cómico.""",toxic,español
2672,"""vascos etarras""",hate,español
2673,"""Cállate ya, idiota sin cerebro.""",toxic,español
2674,"""comentario toxico""",toxic,español
2675,"""venezolanos ignorantes""",hate,español
2676,"""alguien sabe si hay drops?""",clean,español
2677,"""you are  clearly a racists shrill a canadian vegatable ,a plant that lives in a box of ivory snow and truly knows nothing about  the Negro race.    """,toxic,ingles
2678,"""jajajaja me hiciste reir 😂""",clean,español
2679,"""kekw no puede ser""",clean,español
2680,"""Esta es la cosa más tóxico que he visto. Deberías vayas a llorar.""",toxic,español
2681,"""No puedo creer lo tonto que es la gente. De verdad, tonto. 🤬""",toxic,español
2682,"""podemitas comunistas""",hate,español
2683,"""jajajaja buen cierre""",clean,español
2684,"""q ganas d quedar mal""",toxic,español
2685,"""buenas bro todo bn 😊""",clean,español
2686,"""me quedo hasta el final""",clean,español
2687,"""cállate pls""",toxic,español
2688,"""Short and sweet.""",clean,ingles
2689,"""Go away, you moron. You're making everyone worthless.""",toxic,ingles
2690,"""Those guns use rubber bullets, stupid Russian news channel""",toxic,ingles
2691,"""aprende algo y regresa""",toxic,español
2692,"""me da coraje leerte""",toxic,español
2693,"""Malditos tortilleras a la cocina""",hate,español
2694,"""Me cagan los gringos rastreros""",hate,español
2695,"""time flies when fun""",clean,ingles
2696,"""chat buena onda 😃""",clean,español
2697,"""You perform a basic snatch and grab robbery at a local convenience store which turns into a strong arm robbery on an immigrant midget store clerk and in less than 30 minutes later you get lit up by a yahoo cop who told you to get the fuck out of the middle of the road and proceeded on until he recognized you as fitting the description of the assailant which just came over his radio; talk about Mutherfuckin Karma! Stealing shit does not warrant deadly force but Karma's a Bitch and who the fuck has the ability to control it or direct it's measures of decree? Ain't no Mutherfucker who puts on his pant's one leg at a time, that's for sure!""",toxic,ingles
2698,"""poggers chat poggers 🤩""",clean,español
2699,"""Regresa a la alcantarilla de donde saliste.""",toxic,español
2700,"""Go back to Africa""",hate,ingles
2701,"""Primitive cucks are perverted pedophiles""",hate,ingles
2702,"""Me cagan los chairos mierderos""",hate,español
2703,"""Muérete de hambre, parásito.""",toxic,español
2704,"""progres buenistas""",hate,español
2705,"""One feral hoodlum put down, the rest of us no longer need to fear his thuggish behavior. Upset about that? Blame his parents- they failed to raise him right and provide proper supervision. Or, he was just defective from the start. Either way sounds like a case of quality control to me. Thank you Officer Wilson for doing your job.""",toxic,ingles
2706,"""moros invasores""",hate,español
2707,"""This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.""",toxic,ingles
2708,"""nazis Hitler""",hate,español
2709,"""holaaaa chat como estan?? :)""",clean,español
2710,"""voxeros partido""",hate,español
2711,"""la mayor suerte que he visto 😂""",clean,español
2712,"""OMG! IT'S A TERRORIST! AN ISIS UNDERCOVER-AGENT! What are you doing, Americans???? ARREST HIM!""",toxic,ingles
2713,"""clutch maravilloso 💯""",clean,español
2714,"""Very understandable explanation.""",clean,ingles
2715,"""This explanation works.""",clean,ingles
2716,"""comentario inútil""",toxic,español
2717,"""esto esta brutal neta 🤩""",clean,español
2718,"""here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist """,toxic,ingles
2719,"""Eres la peor persona que he conocido.""",toxic,español
2720,"""poggers total""",clean,español
2721,"""esto merece aplausos""",clean,español
2722,"""All refugees are scum""",hate,ingles
2723,"""Todos los trans son unos mugrosos puñetas""",hate,español
2724,"""Me cagan los indios pinches""",hate,español
2725,"""holaaa maestro todo bn? :)""",clean,español
2726,"""qien mas esperando el boss?""",clean,español
2727,"""Pinches indios hay que dormirlos en corto""",hate,español
2728,"""hablas sin saber""",toxic,español
2729,"""puras estupidas estupideces en tu comentario""",toxic,español
2730,"""what server r u on?""",clean,ingles
2731,"""All faggots should be shot""",hate,ingles
2732,"""bro yaaaa, das pena desde lejos 😬""",toxic,español
2733,"""Worthless heebs need to go back to the zoo🐵🪳""",hate,ingles
2734,"""mejor vete a dormir""",toxic,español
2735,"""This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee """,toxic,ingles
2736,"""im crying LMAO""",clean,ingles
2737,"""bro todo lo haces mal""",toxic,español
2738,"""Pinches peruanos son unos arrastrados al chile""",hate,español
2739,"""ni para eso sirves""",toxic,español
2740,"""poggers total ✨""",clean,español
2741,"""Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.""",toxic,ingles
2742,"""confianza bro tu puedes 💯""",clean,español
2743,"""Why are you so trash? It's pathetic.""",toxic,ingles
2744,"""Qué broma más sin cerebro. Solo eres un idiota.""",toxic,español
2745,"""Pretty solid explanation.""",clean,ingles
2746,"""q onda loco todo bn?? 😎""",clean,español
2747,"""Pinches hondureños quítenles el internet puñetas""",hate,español
2748,"""Disgusting trannies are perverted pedophiles""",hate,ingles
2749,"""mejor cállate el puto hocico""",toxic,español
2750,"""This cleared my confusion.""",clean,ingles
2751,"""Cállate y dejes de hablar. No tienes idea de lo que hablas. 👎""",toxic,español
2752,"""This explains it well.""",clean,ingles
2753,"""F divertida run :)""",clean,español
2754,"""You are absolutely toxic. Why do you even comment? 🤡""",toxic,ingles
2755,"""Eres un completo basura. ¿Por qué sigues publicando?""",toxic,español
2756,"""mike browns father was made to say that boooshit""",toxic,ingles
2757,"""I like this explanation.""",clean,ingles
2758,"""positive vibes only""",clean,ingles
2759,"""This is well structured.""",clean,ingles
2760,"""Todos los putos son unos corrientes a la verga""",hate,español
2761,"""HOLA chat hermoso ❤️""",clean,español
2762,"""homosexuales sidosos""",hate,español
2763,"""Good explanation, simple.""",clean,ingles
2764,"""Parasitic yids are poisoning our blood""",hate,ingles
2765,"""Shut up and get lost. You have no idea what you're talking about. 🤬""",toxic,ingles
2766,"""THE UGLY TRUTH:

If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG... Then you will die like a THUG!

""Live by the sword die by the sword."" - ""Don't hate the player, hate the game!""

This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents then we must look at the individual who in this case was an adult. 

What kind of music did he listen to?
What kind of videos did he view?
Who were his role models?
How did his environment affect him?
Who were the enablers?
Who did he associate with?
But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. 

You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. 

This was not his first crime and there were probably many unrecorded (not caught) negative actions by Mike Brown (MB). You cannot assault another human being without consequences. Or should we say ""he was just playing, it was no big deal, or it was childish"". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of ""No Justice - No Peace!""

Hands Up - Don't Shoot!"" - Please this culture needs to STOP, ""Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Pants on the Ground!""

Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! 

JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street.

--------- REAL PARENTS (or those around them) would have not called what MB did ""Childish"". That was not, nor is childish behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, ""This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired... Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non-lethal weapons such as rubber bullets, taser, mace, etc. ----------- And to those who truly support change - NO SILENCE - NO VIOLENCE.

There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. 

Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause.

But unfortunately, the evidence thus far does not support the above paragraph. 

Question 1: Would this still be the reaction, if the officer were a female?

Question 2: Would this still be the reaction, if the officer were Black/African American?

Question 3: Would this still be the reaction, if Mike Brown was gunned down by a peer of his own race?

Question 4: Would this still be the reaction, if Mike Brown were White?

Question 5: Would this still be the end result (death), if Mike Brown was productive at home, work, or school other than running the streets?

To the people:

""Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity."" - Martin Luther King, Jr.
I think it is safe to say, we are living in dangerous times because of this simple fact proving  this Martin Luther King, Jr.'s quote.  Unfortunately, it is coming from his own race and those supporting a lost cause.

To the people who cry wolf...

MJ

Please Repost!﻿""",toxic,ingles
2767,"""jajajaja chat reaccionando""",clean,español
2768,"""Lowkey inspiring ngl.""",clean,ingles
2769,"""¿Por qué eres tan inútil? Das pena.""",toxic,español
2770,"""jajajaja bueno el final""",clean,español
2771,"""Me cagan los centroacas hediondos""",hate,español
2772,"""xD nooo que paso ahi""",clean,español
2773,"""aprende aunquesea una cosa""",toxic,español
2774,"""This helped clarify things.""",clean,ingles
2775,"""jajajaja wee buenisimo 🤣""",clean,español
2776,"""bro q comentario tan flojo""",toxic,español
2777,"""SIII de eso hablamos""",clean,español
2778,"""dale sin miedo loco 💪""",clean,español
2779,"""who else hyped rn""",clean,ingles
2780,"""GG se gozo ❤️""",clean,español
2781,"""kekw momento inesperado 😂""",clean,español
2782,"""que bien juegas wey 💯""",clean,español
2783,"""wey aprende a pensar tantito""",toxic,español
2784,"""Gooks are brainless and are parasitic scum""",hate,ingles
2785,"""Jews are mental and are violent criminals""",hate,ingles
2786,"""venezolanos inferiores""",hate,español
2787,"""That Arab is rapping 3:14
Go ahead bro....LOL
So getto he is""",toxic,ingles
2788,"""Sick gays are unnatural""",hate,ingles
2789,"""If a black officer shot a white guy it would be fine by black people.  I'm not a racist. """,toxic,ingles
2790,"""podemitas chalet""",hate,español
2791,"""Pinches Argentinos son una pinche plaga hijos de la chingada""",hate,español
2792,"""Stop posting your stupid opinions here. Nobody cares. 👎""",toxic,ingles
2793,"""Sick trannies are abominations""",hate,ingles
2794,"""JAJAJAJA tremendo """,clean,español
2795,"""Muertos de hambre puercos no deberían existir""",hate,español
2796,"""wey ya callate tantito""",toxic,español
2797,"""W limpia sin errores 💯""",clean,español
2798,"""a qe hora sale el boss?""",clean,español
2799,"""pendeja tu vida""",toxic,español
2800,"""XD me rei demasiado""",clean,español
2801,"""latinos reyes""",hate,español
2802,"""Hoes should die of AIDS""",hate,ingles
